CODERESP;SECURITYID;BIRTHYEARR;CONTROL1;CONTROL3;CONTROL3@;S11;POLINT;PART;NONVOTE_01;NONVOTE_02;NONVOTE_03;NONVOTE_04;NONVOTE_05;NONVOTE_06;NONVOTE_07;NONVOTE_08;NONVOTE_09;NONVOTE_10;NONVOTE_98;PARTY15;VOTE1;VOTE1A;VOTE1B;VOTE1C;IMPORTANCE1;REASON1ACC1;REASON1ACC1_01;REASON1ACC1_02;REASON1ACC1_03;REASON1ACC1_04;REASON1ACC1_05;REASON1ACC1_06;REASON2ACC1;REASON2ACC1_01;REASON2ACC1_02;REASON2ACC1_03;REASON2ACC1_04;REASON2ACC1_05;REASON1DEN1;REASON1DEN1_01;REASON1DEN1_02;REASON1DEN1_03;REASON1DEN1_04;REASON1DEN1_05;REASON1DEN1_06;REASON1DEN1_07;REASON2DEN1;REASON2DEN1_01;REASON2DEN1_02;REASON2DEN1_03;REASON2DEN1_04;REASON2DEN1_05;REASON2DEN1_06;VOTE2;VOTE2A;VOTE2B;VOTE2C;IMPORTANCE2;REASON1ACC2;REASON1ACC2_01;REASON1ACC2_02;REASON1ACC2_03;REASON2ACC2;REASON2ACC2_01;REASON2ACC2_02;REASON2ACC2_03;REASON1DEN2;REASON1DEN2_01;REASON1DEN2_02;REASON1DEN2_03;REASON2DEN2;REASON2DEN2_01;REASON2DEN2_02;REASON2DEN2_03;REASON2DEN2_04;REASON2DEN2_05;REASON2DEN2_06;VOTE3;VOTE3A;VOTE3B;VOTE3C;IMPORTANCE3;REASON1ACC3;REASON1ACC3_01;REASON1ACC3_02;REASON1ACC3_03;REASON1ACC3_04;REASON2ACC3;REASON2ACC3_01;REASON2ACC3_02;REASON2ACC3_03;REASON2ACC3_04;REASON1DEN3;REASON1DEN3_01;REASON1DEN3_02;REASON1DEN3_03;REASON1DEN3_04;REASON1DEN3_05;REASON1DEN3_06;REASON2DEN3;REASON2DEN3_01;REASON2DEN3_02;REASON2DEN3_03;REASON2DEN3_04;REASON2DEN3_05;VOTE4;VOTE4A;VOTE4B;VOTE4C;IMPORTANCE4;REASON1ACC4;REASON1ACC4_01;REASON1ACC4_02;REASON1ACC4_03;REASON1ACC4_04;REASON1ACC4_05;REASON2ACC4;REASON2ACC4_01;REASON2ACC4_02;REASON2ACC4_03;REASON2ACC4_04;REASON1DEN4;REASON1DEN4_01;REASON1DEN4_02;REASON1DEN4_03;REASON1DEN4_04;REASON2DEN4;REASON2DEN4_01;REASON2DEN4_02;REASON2DEN4_03;REASON2DEN4_04;REASON2DEN4_05;REASON2DEN4_06;TRUST_1;TRUST_2;TRUST_3;TRUST_4;TRUST_5;TRUST_7;TRUST_8;TRUST_9;TRUST_10;TRUST_16;TRUST_30;TRUST_49;TRUST_64;TRUST_65;TRUST_66;TRUST_67;LRSP;VALUE3;VALUE5;VALUE7;VALUE10;DIFFICUL1;DECTIME1;ARGU1_1;ARGU1_2;ARGU1_3;ARGU1_4;ARGU1_5;ARGU1_6;DIFFICUL2;DECTIME2;ARGU2_1;ARGU2_2;ARGU2_3;ARGU2_4;ARGU2_5;ARGU2_6;DIFFICUL3;DECTIME3;ARGU3_1;ARGU3_2;ARGU3_3;ARGU3_4;ARGU3_5;ARGU3_6;DIFFICUL4;DECTIME4;ARGU4_1;ARGU4_2;ARGU4_3;ARGU4_4;ARGU4_5;ARGU4_6;ZUSATZ1A241124;ZUSATZ2A241124;ZUSATZ3A241124_01;ZUSATZ3A241124_02;ZUSATZ3A241124_03;ZUSATZ3A241124_04;ZUSATZ3A241124_05;ZUSATZ3A241124_06;ZUSATZ3A241124_98;ZUSATZ3A241124@_05;ZUSATZ4A241124_1;ZUSATZ4A241124_2;ZUSATZ4A241124_3;ZUSATZ4A241124_4;ZUSATZ4A241124_5;ZUSATZ4A241124_6;ZUSATZ5A241124_01;ZUSATZ5A241124_02;ZUSATZ5A241124_03;ZUSATZ5A241124_04;ZUSATZ5A241124_05;ZUSATZ5A241124_06;ZUSATZ5A241124_07;ZUSATZ5A241124_08;ZUSATZ5A241124_98;ZUSATZ6A241124;ONLINE;MEDIAUSE_1;MEDIAUSE_2;MEDIAUSE_3;MEDIAUSE_4;MEDIAUSE_5;MEDIAUSE_6;MEDIAUSE_7;MEDIAUSE_8;MEDIAUSE_9;MEDIAUSE_10;MEDIAUSE_11;MEDIAUSE_12;MEDIAUSE_13;MEDIAUSE_14;MEDIAUSE_15;MEDIAUSE2_1;MEDIAUSE2_2;MEDIAUSE2_3;MEDIAUSE2_4;MEDIAUSE2_5;MEDIAUSE2_6;MEDIAUSE2_7;MEDIAUSE2_8;DISCUS;VOTEWIE;PART2;MEDHAUPT;PARTYA;CITIZENREPA;ORIGINPARENTS;CONFESSD;CONFESSR;CULT;EDUC;ACTI;ACTIPREV;S17JOBPOSITION;WORKLOAD;S17SECTOR;MAINEARNER;EDUCMAIN;ACTIMAIN;INCOME;INCOMEPRECARIAT;HABITAT;GEWVORL1;GEWVORL2;GEWVORL3;GEWVORL4;UNUSED
11472;20241124.64275.242;1941; ; ; ;1;1;1; ; ; ; ; ; ; ; ; ; ; ;1;2; ;4; ;10; ; ; ; ; ; ; ; ; ; ; ; ; ;Ausser Kosten bringt nicht. Zahlen wirds der Autofahrer. (Budget sicher falsch);600; ; ; ; ; ; ;In der letzten Zeit waren die Zahlen regelmässig falsch;900; ; ; ; ; ;2; ;4; ;98; ; ; ; ; ; ; ; ;Was von Bern kommt ist jedesmal eine neue Schikane der unteren Bevölkerung;501; ; ; ;999; ; ; ; ; ;2; ;8; ;0; ; ; ; ; ; ; ; ; ; ; ;999; ; ; ; ; ; ;999; ; ; ; ;2; ;4; ;10; ; ; ; ; ; ; ; ; ; ; ;Ja oder Nein die Prämien werden trotzdem steigen!!! Vielleicht noch stärker;403; ; ; ; ;999; ; ; ; ; ;0;0;98;2;0;0;5;0;5;9;0;3;5;8;10;10;5;3;9;9;6;1;1;3;8;1;1;1;8;8;1;8;8;1;1;8;1;1;8;3;3;4;3;3;1;1;1;1;8;1;3;1;1;98;4;0;0;0;0;0;0;1; ;98;1;1;4;1;4;0;1;0;0;1;1;0;0;0;3;2;10;10;10;0;2;5;0;0;6;6;0;0;0;0;0;98;98;98;98;98;5;0;0;2;2;10; ;1;2;1;2; ; ;97;7;3;32;10;1;1; ; ;7;2;2;1,30006978386958;1,37523530417436;1,4453860757723;1,288432729763;0
11475;20241124.64666.242;1998; ; ; ;2;8;1; ; ; ; ; ; ; ; ; ; ; ;17;1;4; ; ;10; ;999; ; ; ; ; ; ;999; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2; ; ;5; ;999; ; ; ;999; ; ; ; ; ; ; ; ; ; ; ; ; ;1;8; ; ;5; ;999; ; ; ; ;999; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;8; ;0; ; ; ; ; ; ; ; ; ; ; ; ;999; ; ; ; ;999; ; ; ; ; ;98;98;98;98;98;98;98;98;98;10;9;9;98;98;98;10;8;4;4;5;3;1;1;1;1;1;4;2;3;8;8;2;2;1;3;3;3;1;3;4;3;2;8;8;2;1;1;3;4;3;2;1;1;2;98;0;1;0;0;0;0;0; ;2;98;4;98;1;2;1;1;1;0;1;1;1;0;0;98;1;2;5;1;9;2;2;1;7;1;1;1;10;10;0;0;5;5;5;5;5;5;5;5;4;1;10; ;1;1;1;2; ; ;40;3; ;33;10;2;3; ; ;11;2;1;,441380083499545;,413691446402546;,390965930363087;,523597420908385;0
11476;20241124.59806.242;1986; ; ; ;2;1;1; ; ; ; ; ; ; ; ; ; ; ;1;2; ;4; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;Es fehlt nicht an den Strassen. Es gibt zuviele Autos;503; ; ; ; ; ; ;Wir haben zuwenig Natur für alle Strassen;501; ; ; ; ; ;1;2; ; ;3;Meine Eltern haben Wohneigentum;204; ; ; ;999; ; ; ; ; ; ; ; ; ; ; ; ; ;1;4; ; ;3;Wohneigentum;203; ; ; ; ;999; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;4; ;3; ; ; ; ; ; ; ; ; ; ; ;Es wird sich zeigen ob das der richtige Weg ist;100; ; ; ; ;999; ; ; ; ; ;5;5;6;8;5;5;6;6;7;5;5;6;7;7;5;6;8;1;6;6;6;1;1;4;3;1;1;1;1;1;1;1;1;1;2;3;2;1;1;1;1;2;2;1;2;1;1;2;2;1;2;1;2;2;3;0;0;0;0;0;0;1; ;3;2;3;2;1;1;0;0;1;1;1;1;0;0;0;2;1;6;4;4;4;6;4;4;5;6;4;4;4;5;4;5;6;6;7;4;5;7;5;5;2;2;10; ;1;1;1;1;2;2;51;3; ;32;10;2;1; ; ;7;1;1;,0541069370624928;,0547909765804572;,0575673653362154;,0536226204804527;0
11480;20241124.60343.242;1977; ; ; ;2;2;1; ; ; ; ; ; ; ; ; ; ; ;4;2; ;2; ;4; ; ; ; ; ; ; ; ; ; ; ; ; ;Verschiebung des Staus;302; ; ; ; ; ; ; ;999; ; ; ; ; ;1;4; ; ;7;AirBnB;505; ; ; ;999; ; ; ; ; ; ; ; ; ; ; ; ; ;1;4; ; ;7;Will vermietete Wohnung der Verwandschaft ohne Probleme zur Verfügung stellen können;300; ; ; ; ;999; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2; ; ;5; ;999; ; ; ; ; ;998; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6;5;5;6;4;6;5;4;7;7;6;6;6;6;5;5;5;4;3;4;3;1;2;8;8;2;2;1;2;1;2;2;3;2;3;3;2;1;2;2;2;2;4;3;2;2;2;8;8;3;2;8;3;3;2;0;0;1;0;0;0;0; ;3;2;2;2;1;2;1;1;1;0;0;1;1;0;0;4;3;7;4;3;7;5;3;2;7;3;2;0;0;0;0;5;3;0;2;98;0;6;4;8;3;1;8; ;4;1;1;8; ; ;32;3; ;33;22;2;2;51;3;98;1;2;,309361534874477;,313982169317048;,334369038007899;,234725036913369;0
11484;20241124.52372.242;1974; ; ; ;1;1;1; ; ; ; ; ; ; ; ; ; ; ;3;1;4; ; ;2;Volkswirtschaftlich notwendig;400;207; ; ; ; ;Empfehlung FDP;902; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;4; ; ;6;Gibt mehr Rechtssicherheit;500; ; ; ;999; ; ; ; ; ; ; ; ; ; ; ; ; ;1;4; ; ;6;gibt mehr Rechtssicherheit;303; ; ; ; ;999; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;4; ; ;6;Bessers Anreizsystem führt zu tieferen Kosten für alle;501;503; ; ; ; ;999; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;7;6;4;5;6;7;5;5;5;5;7;4;5;8;98;98;7;3;5;3;4;1;2;2;2;3;3;4;3;1;1;1;2;1;3;4;3;1;1;3;1;1;3;3;3;1;1;2;1;2;3;4;4;2;3;0;0;0;0;0;0;1; ;1;1;4;2;1;1;1;1;1;1;1;1;1;0;0;2;2;6;0;3;10;2;3;2;3;2;3;0;0;0;0;0;5;0;0;98;0;8;3;9;3;1;10; ;3;1;2;1;1;2;52;3; ;31;10;1;1; ; ;15;1;2;,931195572939316;,868064357222467;,800786476736057;1,02633663588946;0
11485;20241124.60047.242;1988; ; ; ;2;2;1; ; ; ; ; ; ; ; ; ; ; ;4;2; ;4; ;3; ; ; ; ; ; ; ; ; ; ; ; ; ;Umweltschutz- mehr Strassen=mehr Verkehr;501;302; ; ; ; ; ; ;999; ; ; ; ; ;1;8; ; ;2; ;999; ; ; ;998; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;8; ;4; ; ; ; ; ; ; ; ; ; ; ;999; ; ; ; ; ; ;998; ; ; ; ;1;8; ; ;5;Irgend eine Veränderung braucht es, damit die Kosten nicht weiter explodieren;503; ; ; ; ; ;999; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;8;8;7;4;1;8;6;6;6;5;6;6;6;5;4;1;4;3;2;4;2;1;1;3;3;4;4;2;4;2;3;2;2;2;8;3;3;2;3;3;3;4;2;1;2;2;3;2;1;1;3;3;3;98;98;1;1;1;0;0;0;0; ;2;2;2;3;2;2;1;1;1;1;0;0;1;0;0;4;2;7;6;7;9;0;0;4;0;0;0;0;0;0;7;0;5;2;1;0;0;8;0;9;4;1;9; ;4;1;1;1;1;4;52;3; ;33;23;2;2;52;3;7;2;1;,522769309296058;,53057740954043;,590423483835062;,396646097167453;0
11488;20241124.52034.242;2004; ; ; ;1;2;2;0;0;0;0;0;0;0;0;0;0;1;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;8;8;98;5;98;8;98;98;98;98;9;7;98;98;98;98;6;6;5;9;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;98;98;0;0;0;0;0;0;1; ;98;98;98;98;98;98;0;0;0;0;0;0;0;0;1;98; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;3; ;16;1;1;2; ; ;33;3; ;98;10;8;8; ; ;98;8;8;1,56208687214189;1,56651440918342;1,5662901524007;1,56975057937751;0
11489;20241124.61729.242;1949; ; ; ;2;1;1; ; ; ; ; ; ; ; ; ; ; ;4;2; ;2; ;5; ; ; ; ; ; ; ; ; ; ; ; ; ;zu teuer! bei der heutigen Finanzlage;600; ; ; ; ; ; ;nicht zielführend;200; ; ; ; ; ;2; ;2; ;5; ; ; ; ; ; ; ; ; ;999; ; ; ;998; ; ; ; ; ;2; ;4; ;5; ; ; ; ; ; ; ; ; ; ; ;999; ; ; ; ; ; ;998; ; ; ; ;2; ;4; ;5; ; ; ; ; ; ; ; ; ; ; ; ;999; ; ; ; ;998; ; ; ; ; ;8;8;8;5;5;8;0;5;3;0;8;5;5;5;5;8;5;6;6;5;6;1;2;1;1;2;3;4;4;2;2;1;8;1;1;2;3;2;2;8;2;3;4;1;4;2;2;1;1;1;1;8;4;2;3;0;1;0;0;0;0;0; ;3;1;4;98;1;98;0;1;1;0;0;0;1;0;0;1;2;5;2;10;3;3;9;2;9;9;5;0;2;2;3;0;5;5;5;5;5;10;5;10;2;1;10; ;4;1;1;1;2;2;32;7;8; ;10; ;2;52;7;5;2;2;1,60623749919779;1,69910457361044;1,78577592105372;1,59185990738072;0
11492;20241124.51096.242;1988; ; ; ;2;1;1; ; ; ; ; ; ; ; ; ; ; ;17;2; ;4; ;7; ; ; ; ; ; ; ; ; ; ; ; ; ;Noch mehr Verkehr! Längere Stauzeiten!;302; ; ; ; ; ; ; ;999; ; ; ; ; ;1;2; ; ;4;Das man ein schriftliches Gesuch stellen muss für die Untermiete;400;501; ;Dass das Mietverhältnis wegen einer unzulässigen Untervermietung gekündigt werden kann;300; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;4; ;9; ; ; ; ; ; ; ; ; ; ;Weil es heute schon möglich ist wegen Eigenbedarf dringend zu kündigen;503; ; ; ; ; ; ;999; ; ; ; ;2; ;4; ;8; ; ; ; ; ; ; ; ; ; ; ;Dadurch werden die Krankenkassen Prämien noch mehr steigen;403; ; ; ;Da die Bevölkerung immer älter wird, werden die Kosten immer grösser für die Privatpersonen. Prämien;403; ; ; ; ; ;3;5;3;3;3;5;7;7;6;8;5;6;5;5;5;5;5;3;8;4;9;1;1;4;3;1;1;1;1;1;8;2;2;1;3;3;3;1;1;4;3;3;2;1;2;1;1;8;3;3;1;1;1;2;3;1;1;0;1;0;0;0; ;3;3;3;4;4;4;1;1;1;1;1;1;1;0;0;3;3;7;7;5;7;5;3;0;3;1;5;3;0;0;0;3;5;3;3;0;0;4;0;5;2;1;10; ;16;1;1;1;1;9;32;3; ;33;10;1;1; ; ;98;2;1;1,83211081301007;1,85527302224659;2,03689639683394;1,81571140666683;0
11498;20241124.66001.242;1952; ; ; ;1;2;2;0;1;0;0;0;0;0;0;0;0;0;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;1;4;4;5;0;8;2;5;4;1;3;5;8;6;6;6;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;3;2;1;1;0;0;0;0;0; ;1;1;2;2;2;2;1;1;0;1;0;1;0;0;0;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;4; ;1;1;2;2; ; ;32;7;3;32;10;1;1; ; ;4;3;2;6,92464458082095;6,94360667835452;6,94275686045148;6,94172168018921;0
11500;20241124.51971.242;1981; ; ; ;1;2;1; ; ; ; ; ; ; ; ; ; ; ;1;2; ;4; ;0; ; ; ; ; ; ; ; ; ; ; ; ; ;Kulturland verlust!!!;401; ; ; ; ; ; ;War auch betroffen von Kulturlandverlust. Ist nicht gerecht;401; ; ; ; ; ;8; ; ; ;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;8; ; ; ;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1; ; ;5;Spontanentscheid;100; ; ; ; ;Hoffe es wird billiger;503; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;8;8;8;3;9;4;6;7;5;10;4;7;9;9;8;10;9;5;9;5;6;1;1;2;3;8;1;1;3;8;3;8;3;3;1;3;4;2;3;8;8;8;8;8;8;1;1;2;8;1;1;8;8;98;98;0;0;0;0;0;0;1; ;1;1;4;4;1;2;0;0;1;0;1;0;1;0;0;98;2;4;98;1;0;0;2;2;0;5;0;8;5;5;0;0;1;2;2;2;2;2;5;5;3;1;5; ;1;1;1;1;2;2;51;1; ;12;10;1;1; ; ;4;2;2;,121590618755278;,125901156642214;,13243333784411;,102440885489338;0
11502;20241124.69816.242;2002; ; ; ;1;2;1; ; ; ; ; ; ; ; ; ; ; ;1;2; ;8; ;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ;999; ; ; ; ; ; ; ;998; ; ; ; ; ;8; ; ; ;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;8; ; ; ;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;8; ; ; ;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;5;0;2;0;2;0;2;2;5;5;0;5;0;0;0;5;8;9;9;9;9;8;8;3;8;2;8;2;3;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;98;98;0;0;0;0;0;0;1; ;98;98;98;98;98;98;0;0;0;0;0;1;0;0;0;98;1;0;0;0;0;0;2;1;4;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;8;8;98; ;1;9;8;2; ; ;98;98; ; ;98; ;8; ; ;4;8;8;,516353933318072;,534659319172846;,562399267297739;,467765625749934;0
11506;20241124.51989.242;1992; ; ; ;1;4;1; ; ; ; ; ; ; ; ; ; ; ;3;1;4; ; ;3; ;999; ; ; ; ; ; ;998; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;4; ;5; ; ; ; ; ; ; ; ; ;999; ; ; ;998; ; ; ; ; ;2; ;4; ;5; ; ; ; ; ; ; ; ; ; ; ;999; ; ; ; ; ; ;998; ; ; ; ;1;4; ; ;6; ;999; ; ; ; ; ;998; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2;1;0;0;3;6;4;2;8;0;1;5;4;3;5;5;3;5;8;1;2;2;2;2;2;4;3;4;1;1;2;2;2;2;3;4;1;1;3;3;2;2;4;2;1;1;3;2;3;4;3;3;4;1;1;1;0;1;0;0;0; ;2;3;4;4;4;2;0;1;1;1;0;0;0;0;0;4;4;1;5;6;0;1;0;0;6;1;0;6;8;6;0;0;4;7;5;4;8;0;0;5;3;1;7; ;3;2;2;1;5;6;51;3; ;32;10;1;1; ; ;10;3;1;,0201007893381798;,0195739462088378;,0180627028686914;,0221545044967847;0
11509;20241124.64089.242;1975; ; ; ;2;2;2;0;0;0;0;0;0;0;1;0;0;0;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;8;8;8;8;98;8;8;8;9;8;8;8;98;8;98;9;1;4;9;5;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;98;98;0;0;1;0;0;0;0; ;1;98;2;1;1;1;0;0;1;0;0;0;0;0;0;4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;10; ;2;1;2;1;2;2;32;3; ;33;23;2;2;10;3;8;2;1;1,05895830910398;1,06195979207053;1,06180776558105;1,06415363248864;0
11511;20241124.63262.242;1964; ; ; ;1;2;2;1;1;0;1;0;0;0;0;0;0;0;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6;98;5;5;98;6;6;6;6;6;7;7;6;6;8;8;7;9;9;9;9; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;3;0;1;0;1;0;0;0; ;2;1;3;98;2;98;1;1;1;1;0;0;0;0;0;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;5; ;1;1;1;2; ; ;98;1; ;12;10;1;1; ; ;10;1;2;2,07959424706029;2,0854885930947;2,08519004176345;2,08979688160167;0
11513;20241124.50703.242;1988; ; ; ;2;2;1; ; ; ; ; ; ; ; ; ; ; ;5;2; ;4; ;3; ; ; ; ; ; ; ; ; ; ; ; ; ;Klimawandel;501; ; ; ; ; ; ;Umweltschutz, Bodenversiegelung;501;402; ; ; ; ;2; ;2; ;4; ; ; ; ; ; ; ; ;Mieter schlechter gestellt als Vermieter;502; ; ; ;999; ; ; ; ; ;2; ;4; ;7; ; ; ; ; ; ; ; ; ; ;bin selber Mieterin. Wohnungssicherheit ist mir wichtig;203; ; ; ; ; ;Profitgier von Vermietern. Teure Mieten in Zürich;602;605; ; ; ;2; ;2; ;4; ; ; ; ; ; ; ; ; ; ; ;Mehrkosten für Patienten;403; ; ; ;Mehr Macht für Krankenkassen. Befürchtung Zeeiklassenmefizin, vor allem bei Pflegeheimen;401; ; ; ; ; ;6;5;98;9;0;7;7;2;9;3;8;3;8;3;3;7;2;2;2;3;2;1;1;3;3;3;2;2;1;1;2;2;3;2;2;2;2;1;1;4;3;4;1;2;1;2;3;4;3;3;1;1;2;2;3;0;1;0;0;0;0;0; ;4;3;3;98;4;1;0;1;0;0;0;1;0;0;0;2;2;7;9;6;3;1;1;1;7;1;6;0;1;3;10;1;5;2;2;0;3;9;0;9;3;1;9; ;5;1;1;2; ; ;52;3; ;33;21;1;3; ; ;9;1;1;1,64831022667524;1,74755913925083;1,86162624539882;1,47113959377591;0
11516;20241124.63489.242;1991; ; ; ;1;2;1; ; ; ; ; ; ; ; ; ; ; ;5;2; ;8; ;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ;999; ; ; ; ; ; ; ;998; ; ; ; ; ;2; ;4; ;0; ; ; ; ; ; ; ; ; ;999; ; ; ;998; ; ; ; ; ;2; ;4; ;0; ; ; ; ; ; ; ; ; ; ; ;999; ; ; ; ; ; ;998; ; ; ; ;3; ; ;4;4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;3;2;1;3;3;4;4;2;3;1;3;2;6;1;2;5;3;3;4;4;4;1;1;8;2;2;1;3;1;1;1;2;3;3;2;2;2;1;1;3;4;3;1;2;2;1;8;8;8;2;1;8;2;2;3;0;1;0;1;0;0;0; ;98;2;3;3;2;98;1;1;1;1;0;0;1;0;0;2;1;0;0;0;5;0;2;0;6;0;0;2;5;8;5;3;2;6;3;0;0;5;0;7;3;1;8; ;5;1;1;2; ; ;52;3; ;33;21;1;3; ; ;11;1;1;1,49714501130367;1,58729188531754;1,69089798819768;1,22141859913143;0
11519;20241124.60058.242;2004; ; ; ;1;2;2;0;0;0;0;0;0;0;1;0;0;0;9; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;9;10;7;7;6;10;8;9;8;8;10;10;9;10;8;9;3;4;3;3;4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;3;0;0;1;0;0;0;0; ;98;1;2;2;2;3;0;0;1;0;0;1;0;0;0;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;3; ;9;1;2;1;2;1;33;5;9; ;10; ;8; ; ;15;1;1;1,56089014502584;1,5653142900962;1,56509020511838;1,56854798103469;0
11520;20241124.55968.242;1989; ; ; ;1;1;2;0;0;0;1;0;0;0;0;0;0;0;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;5;6;8;8;3;6;6;7;3;7;0;3;7;7;9;9;8;3;5;5;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;3;2;1;1;0;0;1;0;0;Wucher + Ausnutzung verhindern;2;1;1;3;1;3;1;1;1;0;0;0;1;0;0;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;9; ;1;1;1;2; ; ;40;3; ;33;10;1;1; ; ;9;2;1;1,47012168244851;1,47428855582839;1,47407750177974;1,4773342020439;0
